https://i.imgur.com/iDrhbZX.png,IB,Ike Broflovski
https://treywillis.files.wordpress.com/2015/01/eric_cartman_1280x720_1879301815.jpg,EC,Eric Cartman
https://images8.alphacoders.com/112/1125062.jpg,C&T,Craig and Tweek
http://1.images.southparkstudios.com/images/shows/south-park/clip-thumbnails/season-13/1302/south-park-s13e02c07-godspeed-mysterion-16x9.jpg,KM,Kenny McCormick
https://images7.alphacoders.com/491/491778.jpg,BS,Butters Stotch
